Time_s,ax_g,ay_g,az_g,wx_deg_s,wy_deg_s,wz_deg_s,AngleX_deg,AngleY_deg,AngleZ_deg,Label
01:42.3,1.042,0.1689,0.0684,57.8613,-29.2358,7.3853,97.9871,-84.6277,178.8519,lunge
01:42.6,1.0117,0.1387,-0.1436,-20.3857,-6.5918,-17.7612,119.328,-83.1116,156.9067,lunge
01:42.6,1.0566,-0.3691,-0.1289,37.4146,27.71,30.0293,130.0507,-83.8806,145.2612,lunge
01:42.7,0.9463,0.7202,-0.1284,-49.3164,-34.8511,12.7563,162.5867,-83.2159,118.9709,lunge
01:42.7,1.02,-0.2271,-0.2778,65.4297,-1.9531,15.564,170.1837,-81.5515,106.2762,lunge
01:42.9,0.833,0.1665,-0.2217,36.9263,9.1553,16.4795,-172.5897,-82.9248,95.7898,lunge
01:42.9,0.9551,0.1099,-0.146,80.2002,20.2026,35.2783,-145.5139,-84.2047,74.7455,lunge
01:43.1,0.9854,-0.2627,-0.2144,-83.9233,27.5269,20.9961,-107.0508,-83.0511,41.7755,lunge
01:43.2,0.9692,-0.6221,-0.1807,-9.7656,24.9023,23.1934,-109.1437,-80.3375,33.5468,lunge
01:43.3,0.688,-0.376,-0.0444,-29.2969,13.4888,41.9312,-96.1029,-77.3383,18.3966,lunge
01:43.3,0.8477,-0.4663,-0.1699,-39.0015,8.9111,12.5732,-101.3983,-74.1412,15.0952,lunge
01:43.5,0.8555,-0.1646,0.1353,82.5195,46.875,-21.7285,-93.2135,-74.0204,3.6475,lunge
01:43.6,0.8545,-0.3716,0.0005,-65.7959,10.498,-1.4038,-86.0614,-75.4431,-7.1136,lunge
01:43.7,1.0244,-0.4707,0.042,17.7612,40.1611,-29.9683,-84.0344,-75.5145,-13.9307,lunge
01:43.7,1.1455,-0.3564,0.0752,25.8179,20.813,-5.249,-67.0551,-76.377,-29.6521,lunge
01:43.9,2.8447,-1.0688,-1.1509,-118.5303,-121.2158,23.7427,-57.8979,-77.9865,-39.8199,lunge
01:44.0,1.5947,0.3252,0.2651,152.0996,-38.6353,-52.3682,-52.4377,-75.8002,-43.6432,lunge
01:44.1,1.2974,-0.4473,-0.1182,-86.1206,-125.1221,12.146,-46.4722,-78.2886,-52.8662,lunge
01:44.2,0.8955,0.0645,0.167,-19.2261,24.7803,-17.5781,-46.1206,-79.6234,-50.0208,lunge
01:44.3,1.0347,-0.3062,-0.0708,-20.813,-16.5405,33.2031,-55.3217,-80.4913,-45.769,lunge
01:44.3,0.896,0.0732,0.1929,12.4512,23.3765,7.6294,-47.6807,-77.7777,-49.0375,lunge
01:44.5,1.2739,-0.4058,-0.0107,-6.0425,-34.79,-7.8125,-60.7928,-79.3488,-38.2544,lunge
01:44.6,1.2759,-0.1636,0.0327,15.1367,-4.0894,24.292,-70.2521,-78.3435,-26.6748,lunge
01:44.7,1.395,-0.3091,0.1436,-29.9072,-39.2456,46.4478,-82.1887,-76.4594,-14.5953,lunge
01:44.9,1.2407,0.1089,0.1235,0.4883,-53.3447,50.6592,-96.4545,-71.8451,0.2197,lunge
01:44.9,0.3633,-0.1177,0.0298,-14.8315,21.5454,-118.103,-101.5961,-75.4706,4.1803,lunge
01:45.0,1.1016,-0.4976,-0.3618,92.5903,-41.2598,-104.0039,-21.5881,-87.1216,-76.6406,lunge
01:45.1,0.3247,0.2295,-0.0332,20.752,13.6719,-74.646,59.0021,-78.6621,-148.4418,lunge
01:45.1,-0.1611,-0.2251,-0.0918,-186.5845,78.2471,130.4321,27.5427,-79.5135,-123.2336,lunge
01:45.3,0.1479,-0.4058,-0.2632,289.978,-45.8374,13.9771,7.196,-79.5685,-104.035,lunge
01:45.4,1.1343,0.1938,-0.2715,-294.8608,-121.8872,43.457,33.2227,-87.3083,-133.3575,lunge
01:45.5,1.0713,-0.2427,0.1479,-6.4087,27.771,-3.2349,171.6833,-89.3188,79.8322,lunge
01:45.6,1.1025,-0.1143,-0.1489,-105.5908,24.1699,-37.4756,83.194,-87.1985,165.0421,lunge
01:45.7,0.5151,-0.0444,0.1504,145.6909,161.9873,-119.873,41.8744,-67.912,-152.243,lunge
01:45.7,0.7363,0.1235,0.2881,-13.1836,39.978,-52.8564,51.037,-58.4802,-154.3469,lunge
01:46.0,0.397,0.4136,0.5225,-21.1792,-23.6206,54.1382,50.6415,-56.0742,-151.9629,lunge
01:46.0,0.8643,0.5669,0.2944,-78.186,-20.0195,-29.48,45.9833,-57.5739,-150.2051,lunge
01:46.1,2.6172,0.5591,0.3833,112.7319,18.6768,5.188,41.1383,-55.3601,-143.9594,lunge
01:46.2,0.7476,0.5908,0.0625,-28.3203,-72.937,46.6309,42.7478,-51.828,-143.5583,lunge
01:46.3,0.5249,0.0859,0.2168,3.9673,61.6455,-0.1831,43.5498,-50.0208,-142.6245,lunge
01:46.4,0.7051,0.6069,0.3672,53.7109,45.105,-23.1934,47.6367,-49.5593,-141.0535,lunge
01:46.6,0.6011,0.5889,0.3716,22.644,27.3438,-43.0908,52.4762,-45.7086,-141.2787,lunge
01:46.6,0.5366,0.7173,0.481,-11.3525,23.1934,-41.2598,54.5911,-42.0831,-140.993,lunge
01:46.8,0.5767,0.7173,0.5415,-6.4697,9.5825,-35.7056,53.5419,-37.5952,-140.2679,lunge
01:46.8,0.5957,0.6675,0.5703,-25.2686,17.395,-20.752,52.0367,-33.7555,-139.3506,lunge
01:46.9,0.5425,0.7046,0.5913,-16.6626,15.8691,-13.7939,49.7406,-30.8716,-137.7631,lunge
01:47.1,0.5122,0.6479,0.5991,-19.9585,13.1226,-10.437,48.0981,-28.7622,-136.4996,lunge
01:47.1,0.4473,0.7441,0.6714,20.813,-5.249,-5.127,47.5543,-27.6636,-135.4559,lunge
01:47.3,0.4004,0.7622,0.6523,-5.0659,-10.8643,2.6245,47.9004,-27.6416,-135.2637,lunge
01:47.3,0.4419,0.8301,0.7178,21.0571,-53.772,10.376,49.7736,-29.9597,-136.6699,lunge
01:47.4,0.6172,0.7441,0.5776,18.4326,-46.4478,46.5088,52.63,-34.5795,-137.9553,lunge
01:47.5,0.7378,0.6685,0.4683,31.189,-34.9121,67.8711,55.5414,-40.9296,-137.2852,lunge
01:47.6,0.7222,0.5625,0.3193,18.2495,-33.0811,73.4863,56.2006,-48.3893,-134.0991,lunge
01:47.9,0.6006,0.3369,0.2627,-28.1982,-29.6021,52.7954,53.5419,-55.5414,-131.3196,lunge
01:47.9,0.4355,0.5586,0.3965,29.9683,-23.8647,-4.5166,54.0527,-58.0078,-131.1163,lunge
01:47.9,1.2476,0.6455,0.3398,-12.0239,-23.3765,62.1948,57.887,-60.4028,-132.9565,lunge
01:48.0,0.8901,0.3428,0.1128,21.3623,-54.0771,50.415,53.7231,-65.3961,-129.8529,lunge
01:48.2,0.9995,0.2476,-0.0308,-54.0771,-66.8335,48.7671,60.5511,-72.0044,-138.8123,lunge
01:48.2,0.811,0.1284,0.0386,-6.7749,-29.1138,47.5464,59.4745,-77.3987,-139.845,lunge
01:48.3,0.8789,0.2246,0.167,29.48,-11.5967,17.395,68.0273,-79.6729,-144.624,lunge
01:48.4,0.8389,0.1787,-0.0361,-0.3662,7.2632,-12.8784,75.097,-79.8486,-149.7931,lunge
01:48.6,1.1826,-0.2319,-0.0903,56.7017,-52.7344,69.0918,83.8696,-82.3645,-154.7974,lunge
01:48.6,1.0313,0.4346,-0.1348,44.0674,-75.0122,35.4004,120.0696,-84.6222,175.3308,lunge
01:48.8,0.9019,-0.1187,-0.0913,-12.0239,-20.752,24.4141,138.6255,-84.787,155.4291,lunge
01:48.8,0.8374,0.127,-0.1309,9.8877,1.3428,11.9629,151.9135,-84.5618,144.4318,lunge
01:49.1,0.8628,0.0815,-0.0757,47.8516,38.0249,16.5405,158.1592,-86.0669,140.6964,lunge
01:49.1,0.7114,0.1846,-0.0723,83.1909,34.79,35.2783,-129.0125,-87.9016,72.6965,lunge
01:49.1,1.7637,-0.3057,0.0264,-14.9536,-55.542,53.5278,-153.5175,-85.6824,90.78,lunge
01:49.2,0.7876,-0.2856,0.0005,48.0347,5.0659,13.855,-86.2976,-84.3256,19.4403,lunge
01:49.4,0.8555,-0.3896,-0.1563,-81.4819,-35.6445,-4.3945,-103.4747,-81.3373,31.0144,lunge
01:49.6,0.832,-0.2456,-0.0273,-32.1045,18.7988,1.2207,-98.3276,-80.3375,22.5275,lunge
01:49.6,0.8594,-0.2095,-0.0498,-19.6533,6.897,-7.9346,-94.5593,-80.7056,14.447,lunge
01:49.8,0.9141,-0.1875,-0.0825,-7.4463,-5.9204,4.3945,-99.9426,-80.1178,15.7544,lunge
01:49.8,1.1724,-0.3525,-0.2139,-34.0576,-16.3574,-2.7466,-109.0997,-80.4309,20.3137,lunge
01:49.8,1.0796,-0.2158,-0.0894,-2.0752,4.0894,-8.9111,-105.3918,-80.5463,16.0565,lunge
01:50.0,1.0991,-0.1709,-0.0615,-14.5874,-2.5024,-7.1411,-108.8086,-81.1615,19.248,lunge
01:50.0,1.0996,-0.0898,-0.0615,11.5967,18.3105,-11.5356,-114.3018,-81.1176,24.873,lunge
01:50.2,1.29,-0.1704,-0.1016,4.0894,-5.249,1.4648,-117.6471,-81.0132,28.2513,lunge
01:50.2,1.3154,-0.0962,-0.1821,-6.958,-14.3433,4.5776,-121.0474,-80.6891,33.2281,lunge
01:50.5,1.3281,-0.1582,-0.1934,22.2168,-28.6865,24.353,-127.0844,-78.6841,39.1937,lunge
01:50.5,1.2856,-0.0771,-0.0786,0.6104,-32.5317,65.0024,-126.1066,-74.361,39.5233,lunge
01:50.5,0.7109,0.145,-0.106,23.1323,-19.9585,17.9443,-123.1348,-67.8625,39.2432,lunge
01:50.7,0.6426,-0.5068,-0.1162,-44.1284,50.7813,-109.314,-132.7588,-72.8284,47.0654,lunge
01:50.9,0.6338,-0.2207,-0.2124,52.4292,56.8848,-86.731,-131.825,-84.787,48.8672,lunge
01:50.9,0.5562,0.2275,0.0283,17.8833,26.123,-35.7666,47.0984,-86.9678,-127.337,lunge
01:51.0,0.6909,-0.0596,-0.0288,-12.9395,7.0801,3.9673,26.0376,-87.55,-113.9337,lunge
01:51.1,1.333,-0.2065,-0.0977,2.6245,-5.0659,113.0371,-51.6302,-85.7318,-34.964,lunge
01:51.2,0.6499,0.4941,0.4321,-194.458,52.124,19.043,15.3204,-87.984,-97.1082,lunge
01:51.3,1.02,-0.0508,0.0576,-10.498,85.144,-99.9756,67.8186,-80.2277,-157.0605,lunge
01:51.3,0.876,0.3203,0.1069,-20.0195,40.8936,-63.7207,58.689,-73.0865,-148.3704,lunge
01:51.5,0.7388,0.3071,0.2563,-24.9023,54.9927,-24.353,52.6904,-67.1814,-141.9598,lunge
01:51.5,0.8486,0.5103,0.3579,41.8701,46.2036,-7.019,46.17,-62.6221,-133.5223,lunge
01:51.7,0.6133,0.3457,0.3667,-34.79,18.6157,-17.2729,44.632,-59.436,-130.2594,lunge
01:51.7,0.6499,0.0654,0.7231,-3.3569,12.2681,31.25,42.8082,-59.2328,-129.9133,lunge
01:51.9,0.1084,-0.041,0.5991,115.7227,63.3545,-173.3398,43.017,-53.6957,-128.4357,lunge
01:52.1,2.4277,0.1201,0.2754,7.2021,-29.9072,-0.2441,47.7081,-55.7117,-128.9246,lunge
01:52.1,0.7588,0.4526,0.3047,4.2114,-10.2539,-3.7231,49.812,-52.5916,-132.3962,lunge
01:52.3,0.6074,0.5762,0.3579,63.8428,11.2915,-21.0571,53.6902,-51.6577,-132.0721,lunge
01:52.3,0.7183,0.4448,0.2905,-23.4985,-3.1128,-41.5039,55.3656,-49.2352,-133.7695,lunge
01:52.5,0.8076,0.6226,0.376,-32.3486,18.7378,-35.5225,54.8163,-46.203,-134.8572,lunge
01:52.5,0.8101,0.6406,0.4844,-39.856,20.0806,-35.8276,51.4325,-42.0941,-133.7915,lunge
01:52.7,0.6167,0.5684,0.5342,-34.6069,50.9033,-11.4746,45.769,-37.4799,-130.2924,lunge
01:52.7,0.4805,0.6875,0.6758,-6.5308,46.2036,-5.8594,42.1545,-33.2666,-125.5682,lunge
01:52.9,0.4653,0.6831,0.8618,-3.9063,0.7324,-3.2959,41.3416,-31.0968,-123.6566,lunge
01:52.9,0.6064,0.6855,0.8306,4.0894,-49.4995,22.0337,42.0667,-33.6127,-124.2499,lunge
01:52.9,0.7046,0.6465,0.6587,28.0151,-81.2988,28.6255,46.4227,-40.2264,-127.1283,lunge
01:53.1,0.8281,0.4868,0.4937,27.0996,-41.1987,53.1616,50.7404,-47.2137,-129.1388,lunge
01:53.3,0.7666,0.5571,0.3491,61.4014,-35.7666,65.4907,54.7888,-54.668,-126.7493,lunge
01:53.5,0.8032,0.4609,0.2495,5.4321,-36.499,69.0308,56.3818,-61.7596,-124.1071,lunge
01:53.5,0.7061,0.1074,0.1895,-20.874,-36.9263,13.6719,53.0365,-66.1707,-124.0082,lunge
01:53.5,0.7476,0.4531,0.3296,46.6309,-23.6816,5.249,57.0026,-66.8298,-126.3702,lunge
01:53.7,1.1118,0.2158,0.1338,-12.4512,-15.8081,36.377,53.6737,-71.1584,-121.2012,lunge
01:53.7,0.8965,0.0796,0.0874,-38.8184,-53.894,35.5835,59.502,-76.1902,-129.6167,lunge
01:53.9,1.0176,0.3242,0.0396,32.4097,-42.6636,14.4043,76.4594,-81.0516,-146.0522,lunge
01:53.9,0.9468,0.0459,0.1089,53.2227,-33.5083,4.2114,91.8567,-82.9413,-160.9058,lunge
01:54.1,0.98,0.0562,0.0259,-45.4102,8.1787,2.6855,104.1888,-82.2217,-171.2219,lunge
01:54.1,0.9805,0.1445,-0.1719,73.9746,-41.8701,18.3105,124.0796,-83.4576,170.4144,lunge
01:54.2,0.9844,0.4976,-0.2168,30.5786,-48.2178,22.2168,151.6333,-83.2654,146.9751,lunge
01:54.3,0.9463,-0.145,-0.1519,-40.5884,-11.1084,30.2124,164.2621,-81.936,132.3853,lunge
01:54.4,0.8921,0.2114,-0.0815,80.9937,18.5547,12.6953,-177.7094,-82.5293,118.5699,lunge
01:54.8,0.7954,0.1348,-0.0942,36.3159,12.3901,32.8979,-153.5724,-83.6115,99.9316,lunge
01:54.8,1.2744,-0.8374,-0.1646,-73.0591,6.4697,22.0947,-154.704,-82.1503,95.603,lunge
01:54.8,0.7852,-0.1694,0.0049,15.0757,30.5176,12.6343,-125.9308,-81.1395,64.5831,lunge
01:54.8,0.8486,-0.3701,-0.1909,-91.4307,-21.3013,14.1602,-121.4154,-79.8212,52.4158,lunge
01:55.1,0.8027,-0.2744,-0.063,-1.4648,20.1416,17.5171,-118.7238,-77.97,44.0057,lunge
01:55.1,0.9438,-0.1333,-0.0757,-2.6855,12.6953,1.8311,-112.4451,-78.0414,34.2334,lunge
01:55.1,1.0059,-0.2905,-0.1011,1.4038,12.7563,-5.3711,-108.8855,-79.5081,27.3615,lunge
01:55.7,1.0283,-0.2568,-0.146,5.9814,8.667,-11.2305,-114.5599,-80.0409,30.6354,lunge
01:55.8,1.0498,-0.0752,-0.1187,-0.9766,-7.0801,-12.6953,-112.4286,-80.6067,29.5697,lunge
01:55.8,1.1084,-0.2114,-0.1206,-11.8408,-5.249,-11.3525,-118.2129,-81.991,35.5682,lunge
01:55.9,1.1162,0.04,-0.0386,16.2354,-4.4556,-7.2632,-122.6953,-82.6392,41.38,lunge
01:55.9,1.1284,-0.0859,-0.1367,1.8921,-5.9814,-2.4414,-126.6229,-83.2928,45.9503,lunge
01:55.9,1.21,-0.0688,-0.103,7.8125,-1.8311,-1.5259,-128.3148,-83.5565,50.3284,lunge
01:55.9,1.3159,0.0259,-0.0903,25.6958,-8.4839,3.9673,-128.0292,-82.7875,52.8772,lunge
01:55.9,1.2837,-0.1157,-0.1074,-2.4414,-13.0615,9.7656,-134.4781,-81.2878,60.1666,lunge
01:56.4,1.1475,-0.1455,-0.1431,11.5356,-24.8413,25.2075,-132.7039,-79.2224,59.0955,lunge
01:56.6,1.0005,-0.2686,-0.2476,12.207,-37.9639,37.7808,-132.3688,-74.7894,59.3976,lunge
01:56.6,0.5493,-0.2329,-0.124,57.373,8.5449,46.2646,-123.0743,-71.4716,53.3771,lunge
01:56.6,0.2417,0.1348,-0.0396,36.7432,-3.1128,38.6353,-112.077,-67.4121,46.5765,lunge
01:56.6,12.5352,-3.5825,-4.0806,-34.4849,-87.9517,-33.02,-125.1123,-66.7969,57.6343,lunge
01:56.6,1.1235,-0.1821,-0.0381,-30.0903,29.7852,-110.4736,-123.7225,-76.4429,58.4583,lunge
01:56.6,0.9648,-0.501,-0.1567,-45.0439,116.6382,-79.9561,-113.5107,-88.0719,43.2806,lunge
01:56.8,0.6802,-0.0234,0.1641,104.248,75.9888,-74.1577,42.4292,-81.6669,-109.0997,lunge
01:56.8,0.5024,0.394,-0.0132,-41.9312,-29.2969,-6.0425,50.993,-78.8434,-116.3013,lunge
01:57.0,1.1982,-0.7979,-0.4756,-62.7441,-157.1655,126.3428,-0.1923,-86.7316,-75.4871,lunge
01:57.0,0.4912,0.3481,0.3906,-47.3633,-27.771,-22.9492,58.3759,-83.2214,-126.2604,lunge
01:57.1,0.8242,-0.0679,0.0625,-66.6504,129.5776,-100.0366,60.8533,-73.7402,-136.0876,lunge
01:57.2,0.8247,0.3999,0.1724,-21.6064,32.5317,-60.9131,59.6283,-67.8241,-133.7421,lunge
01:57.2,0.5781,0.1118,0.2949,-26.8555,56.2744,31.7993,50.592,-63.4131,-126.0242,lunge
01:57.4,1.1294,0.667,0.4126,-21.6675,-3.6621,-11.3525,44.0387,-65.4785,-117.7734,lunge
01:57.6,1.564,-0.127,0.8276,-117.3706,1.9531,33.8745,43.3575,-62.298,-120.9045,lunge
01:57.6,0.1367,0.1055,0.2773,118.1641,0.2441,-5.6152,43.1982,-58.1342,-120.7837,lunge
01:57.8,1.019,0.2896,0.3042,18.3105,12.3291,-100.647,46.0107,-62.8693,-118.905,lunge
01:58.9,0.8745,0.1255,0.2178,55.1147,-10.7422,-11.9629,48.0927,-59.7162,-120.4376,lunge
01:58.9,0.792,0.7305,0.2349,31.0669,5.9814,-39.1846,56.1951,-58.5681,-123.2281,lunge
01:59.3,0.7607,0.3945,0.2388,-5.127,-5.8594,-41.748,56.9092,-55.025,-125.2441,lunge
01:59.3,0.7837,0.5967,0.3608,-33.4473,5.127,-48.0957,59.3921,-51.059,-129.3585,lunge
01:59.7,0.8369,0.5205,0.3633,-39.0625,37.3535,-34.9121,56.3928,-46.4172,-130.0836,lunge
01:59.7,0.5801,0.6738,0.5088,-33.4473,50.293,-30.5176,51.3831,-41.4294,-127.002,lunge
01:59.7,0.5737,0.6719,0.6279,-24.0479,55.3589,-3.418,46.5106,-37.1063,-122.5525,lunge
01:59.7,0.4434,0.6924,0.6885,4.1504,31.6772,0.3662,43.3026,-33.8544,-117.5153,lunge
01:59.7,0.5293,0.7656,0.771,-2.1362,-10.3149,-6.897,43.1927,-32.4152,-116.2848,lunge
01:59.7,0.5273,0.7627,0.7412,19.4092,-59.3262,22.0947,43.6047,-34.6234,-116.8121,lunge
01:59.7,0.6953,0.6626,0.5903,32.0435,-79.5288,31.0669,49.1638,-41.2646,-121.1792,lunge
01:59.7,0.8452,0.5288,0.4854,31.4941,-41.4429,54.5654,54.0363,-47.8784,-123.5138,lunge
01:59.7,0.7886,0.6177,0.3765,61.5845,-57.373,53.3447,58.8812,-54.212,-124.7443,lunge
01:59.7,1.0894,0.585,0.229,31.5552,-44.4336,96.2524,61.7981,-62.6825,-122.8326,lunge
01:59.7,0.6968,0.0898,0.1206,-80.7495,-19.4702,46.0205,55.1459,-69.5105,-120.2618,lunge
01:59.7,0.5029,0.1182,0.3091,16.4185,-28.7476,-14.5874,55.5579,-70.741,-122.2009,lunge
01:59.7,1.1812,0.2495,0.189,28.6255,-5.5542,8.667,58.3374,-73.5535,-122.2174,lunge
01:59.7,0.9214,0.2163,-0.0811,-94.9097,-43.2739,41.5649,66.2531,-77.4426,-131.2811,lunge
01:59.7,0.9409,0.1743,0.0508,54.9316,-33.2642,27.2217,73.6029,-81.2988,-139.3781,lunge
01:59.7,1.0889,0.2246,0.0254,8.667,-36.1328,-7.9956,106.1005,-82.9193,-169.6564,lunge
01:59.8,1.002,0.0732,-0.0303,29.9072,-1.0986,2.8076,113.0219,-82.326,-176.0669,lunge
02:00.0,1.019,-0.0381,-0.1958,-10.2539,-40.2222,9.3384,132.3303,-81.4032,164.8389,lunge
02:00.0,1.0776,-0.1152,-0.1006,58.1055,-5.7983,16.8457,145.8545,-82.0734,152.4683,lunge
02:00.1,0.9824,0.5,-0.1421,29.7241,-18.6157,6.2866,156.2915,-82.0898,148.233,lunge
02:00.2,0.8828,-0.27,-0.1885,-3.2349,-1.8311,15.686,164.4543,-81.4966,135.8954,lunge
02:00.4,0.856,0.335,-0.1611,63.1714,26.001,11.7798,-179.7418,-82.337,127.2601,lunge
02:00.4,0.9106,0.1162,-0.1616,32.0435,11.7188,40.1611,-156.2915,-83.15,107.3859,lunge
02:00.6,1.0742,-0.3169,-0.2441,-105.1636,24.9023,2.6855,-142.6575,-83.1061,91.4557,lunge
02:00.6,0.8638,-0.4561,-0.207,-26.7944,6.6528,22.7051,-123.8434,-81.4801,65.094,lunge
02:01.0,0.6499,-0.3726,-0.1558,-75.1343,27.4048,7.0801,-109.5172,-80.3705,46.0657,lunge
02:01.0,0.9248,-0.2417,-0.0522,-26.3062,-5.4932,21.6064,-114.3073,-78.2941,45.1099,lunge
02:01.0,0.9458,-0.2539,-0.0532,-31.6162,28.6865,-11.3525,-106.3696,-77.4536,31.0309,lunge
02:01.2,0.9175,-0.2554,-0.0762,8.728,10.2539,-26.3062,-101.4423,-79.3762,21.9727,lunge
02:01.2,1.0229,-0.1846,-0.0874,-26.6724,-15.0757,-33.9966,-104.903,-81.2219,23.7744,lunge
02:01.4,1.0586,-0.1812,-0.1079,3.9673,1.709,-20.1416,-113.6646,-83.7048,30.5365,lunge
02:01.6,1.1343,-0.0547,-0.1235,8.3008,-4.1504,-15.9302,-118.2568,-84.9957,35.5298,lunge
02:01.7,1.0469,-0.04,-0.0132,22.522,5.3711,-18.1274,-136.0107,-86.7206,54.9426,lunge
02:01.9,1.0737,0.0308,-0.0117,5.0659,6.4087,-9.5215,-145.2063,-87.193,65.1709,lunge
02:01.9,1.146,0.0337,-0.0479,-1.0986,5.249,3.418,-142.1686,-87.7094,62.8143,lunge
02:02.1,1.2881,0.0488,-0.0884,28.9307,-13.0005,-1.5259,-152.7814,-87.2919,74.6411,lunge
02:02.1,1.3047,0.0967,-0.0649,20.1416,-17.1509,12.7563,-150.2325,-85.4187,73.3118,lunge
02:02.1,1.1753,-0.2388,-0.1309,12.085,-22.8271,32.0435,-142.9431,-83.0237,65.4895,lunge
02:02.8,1.0103,-0.1211,-0.0898,28.8696,-18.3105,41.3818,-130.8307,-79.6509,56.1072,lunge
02:02.8,0.7661,-0.2739,-0.1934,23.1323,-20.0195,42.6636,-122.9535,-75.6628,50.4932,lunge
02:02.8,0.3403,-0.1011,-0.0454,72.3267,33.3252,44.4946,-108.7317,-71.5265,41.7096,lunge
02:02.8,0.6592,0.1929,0.0547,19.9585,0.3052,-14.8315,-102.9199,-69.9115,39.8914,lunge
02:02.8,1.1699,-0.0195,-0.0449,-4.3335,-8.4229,-43.2129,-108.0066,-71.7517,45.2252,lunge
02:02.9,1.3467,-0.2158,-0.1226,-40.5884,17.5171,-129.3335,-132.2644,-82.76,67.4341,lunge
02:03.1,1.0352,-0.269,-0.0313,97.4731,32.5928,-75.7446,77.8766,-86.5613,-144.0417,lunge
02:03.3,0.5986,0.3872,0.1396,-57.0068,19.6533,-17.5171,71.7627,-80.9473,-133.6487,lunge
02:03.3,0.9204,-0.1255,0.0083,-3.9063,31.6162,-1.0986,58.7549,-83.7653,-127.1448,lunge
02:03.4,2.1147,0.1143,-0.5034,103.3936,-196.4722,0,-154.8578,-86.6821,89.4232,lunge
02:03.4,1.0142,0.0698,0.0601,-118.6523,-41.3208,53.833,-62.1112,-87.5171,-8.7726,lunge
02:03.4,1.0815,-0.252,-0.0845,-163.8794,31.189,-89.7217,87.9016,-83.952,-163.8721,lunge
02:03.4,0.9644,0.3745,0.1104,-57.8613,70.7397,-57.373,62.8802,-74.361,-141.1359,lunge
02:03.4,0.6748,0.4941,0.2632,42.4805,52.7954,-50.0488,57.3267,-67.3077,-133.5223,lunge
02:03.5,0.73,0.1577,0.3462,-56.8237,58.2275,29.1138,47.0709,-63.1219,-124.7607,lunge
02:03.5,0.8887,0.4868,0.3955,-15.0146,2.4414,-3.6621,39.2926,-62.9077,-117.1143,lunge
02:03.7,1.4121,0.1211,0.9219,-54.1382,-8.1787,8.2397,38.6389,-61.9574,-119.306,lunge
02:04.0,0.0723,-0.002,0.3311,85.6323,47.7905,-87.2192,42.7698,-55.2008,-121.4374,lunge
02:04.0,1.8081,0.5293,0.2124,45.7764,-17.5781,-34.1187,49.0979,-57.1674,-121.745,lunge
02:04.0,0.8364,0.1812,0.1714,15.7471,-25.5127,10.2539,49.812,-56.7664,-123.1018,lunge
02:04.3,0.7993,0.6211,0.332,41.9312,3.1128,-9.5825,54.624,-58.222,-123.9972,lunge
02:04.3,0.9448,0.4302,0.2588,11.3525,-9.5215,-23.4985,55.459,-56.8762,-125.0574,lunge
02:04.3,0.7656,0.4717,0.2427,-12.4512,-2.1973,-29.4189,57.9144,-54.4427,-128.3972,lunge
02:04.6,0.7729,0.4839,0.3628,-34.9731,-0.061,-37.0483,58.1616,-51.2183,-131.1273,lunge
02:04.6,0.7383,0.5649,0.4277,-32.4097,32.5317,-36.6211,55.6458,-47.2412,-130.957,lunge
02:04.6,0.6968,0.5781,0.4966,-32.4707,41.4429,-29.9072,51.7511,-43.429,-129.1003,lunge
02:04.6,0.7427,0.6001,0.5396,-27.771,29.3579,-11.7798,48.4003,-40.3473,-127.0404,lunge
02:05.1,0.6626,0.5913,0.5938,-8.3618,27.3438,2.2583,44.9341,-38.0127,-123.8599,lunge
02:05.1,0.5278,0.5708,0.6245,0.7935,10.6812,-3.7842,43.3521,-36.2439,-121.6077,lunge
02:05.1,0.5454,0.7129,0.7378,-5.188,-16.0522,5.0049,43.8629,-35.7495,-121.5912,lunge
02:05.1,0.6665,0.665,0.7031,28.2593,-66.1621,17.395,46.1975,-38.9685,-123.7885,lunge
02:05.1,0.7759,0.5713,0.5063,23.6206,-55.2368,44.0063,50.3229,-44.6759,-126.6559,lunge
02:05.3,0.751,0.502,0.4287,71.3501,-42.3584,57.7393,54.9921,-51.0645,-126.6779,lunge
02:05.4,0.8447,0.3965,0.2817,40.7104,-24.8413,70.6787,59.1669,-57.7112,-124.8212,lunge
02:05.5,0.5972,0.2622,0.0811,-60.73,-34.4849,37.7808,54.635,-64.0997,-120.3937,lunge
02:05.7,0.5137,0.1084,0.2075,-4.1504,-5.6152,-1.77,54.1406,-66.4453,-122.8766,lunge
02:05.7,1.0718,0.7358,0.3794,13.0615,-30.5786,3.2959,60.3699,-66.4124,-126.6998,lunge
02:05.9,0.9995,0.228,0.165,-7.8735,-15.0757,51.5137,60.3259,-68.8513,-126.2,lunge
02:05.9,0.8281,0.272,0.0142,8.728,-93.8721,31.189,66.3025,-74.5038,-132.4072,lunge
02:06.4,0.8955,-0.0625,0.0498,-21.7285,-2.8687,81.3599,75.6848,-79.53,-144.6295,lunge
02:06.4,0.8042,0.3062,0.0615,58.0444,-3.6011,-5.188,87.8741,-84.0454,-153.089,lunge
02:06.6,1.0874,0.021,-0.0054,26.6724,-68.7866,3.9673,113.7469,-83.8147,-175.8801,lunge
02:06.6,1.0513,0.126,-0.0171,54.5654,-15.3198,-1.3428,125.2936,-83.0511,176.6602,lunge
